,,B-Baseline
1403.23,1019.7,161.58072130545236
1404.74,1024.4,166.2807213054524
1406.25,1026.02,167.9007213054523
1407.76,1031.37,173.2507213054522
1409.28,1031.07,172.95072130545225
1410.79,1030.93,172.81072130545238
1412.3,1033.6,175.48072130545222
1413.81,1030.1,171.98072130545222
1415.32,1032.46,174.34072130545235
1416.83,1027.92,169.80072130545238
1418.34,1024.14,166.0207213054524
1419.84,1018.89,160.7707213054523
1421.35,1022.46,164.34072130545235
1422.86,1017.07,158.95072130545236
1424.37,1012.2,154.08072130545236
1425.88,1015.88,157.7607213054523
1427.38,1016.61,158.49072130545233
1428.89,1006.85,148.73072130545233
1430.39,1015.84,157.72072130545234
1431.9,1015.52,157.4007213054523
1433.4,1015.62,157.50072130545232
1434.91,1013.49,155.37072130545232
1436.41,1016.26,158.1407213054523
1437.92,1016.99,158.87072130545232
1439.42,1016.87,158.75072130545232
1440.92,1024.1,165.98072130545222
1442.42,1029.19,171.07072130545237
1443.92,1038.65,180.5307213054524
1445.43,1043.76,185.6407213054523
1446.93,1053.01,194.8907213054523
1448.43,1062.59,204.47072130545223
1449.93,1066.95,208.83072130545236
1451.43,1068.04,209.92072130545228
1452.93,1058.32,200.20072130545225
1454.43,1044.87,186.7507213054522
1455.92,1043.56,185.44072130545226
1457.42,1033.23,175.11072130545233
1458.92,1025.15,167.0307213054524
1460.42,1016.12,158.00072130545232
1461.91,1005.76,147.6407213054523
1463.41,1001.82,143.70072130545236
1464.91,1002.34,144.22072130545234
1466.4,996.141,138.02172130545227
1467.9,988.707,130.5877213054523
1469.39,990.727,132.6077213054523
1470.88,991.151,133.03172130545227
1472.38,985.414,127.2947213054523
1473.87,990.02,131.9007213054523
1475.36,983.919,125.7997213054523
1476.86,983.414,125.2947213054523
1478.35,982.02,123.9007213054523
1479.84,979.475,121.35572130545233
1481.33,978.202,120.08272130545231
1482.82,972.828,114.70872130545229
1484.31,968.99,110.87072130545232
1485.8,975.858,117.73872130545226
1487.29,978.465,120.34572130545234
1488.78,975.05,116.93072130545227
1490.27,975.636,117.51672130545228
1491.76,974.283,116.16372130545233
1493.24,972.909,114.7897213054523
1494.73,974.263,116.14372130545235
1496.22,972.02,113.9007213054523
1497.71,971.697,113.57772130545231
1499.19,975.091,116.97172130545232
1500.68,974.344,116.22472130545236
1502.16,974.182,116.06272130545233
1503.65,976.404,118.28472130545231
1505.13,967.434,109.31472130545228
1506.62,972.404,114.28472130545231
1508.1,977.01,118.8907213054523
1509.58,975.252,117.13272130545226
1511.06,982.525,124.40572130545229
1512.55,978.263,120.14372130545235
1514.03,980.606,122.4867213054523
1515.51,986.283,128.16372130545233
1516.99,985.394,127.27472130545232
1518.47,982.93,124.81072130545226
1519.95,991.03,132.91072130545228
1521.43,983.717,125.5977213054523
1522.91,987.051,128.93172130545236
1524.39,989.96,131.84072130545235
1525.87,989.253,131.13372130545235
1527.34,992.465,134.34572130545234
1528.82,993.96,135.84072130545235
1530.3,995.192,137.07272130545232
1531.77,993.737,135.61772130545228
1533.25,995.94,137.82072130545237
1534.73,997.919,139.7997213054523
1536.2,995.96,137.84072130545235
1537.68,1002.63,144.5107213054523
1539.15,1001.66,143.54072130545228
1540.63,1004.97,146.85072130545234
1542.1,1005.84,147.72072130545234
1543.57,1000.24,142.12072130545232
1545.05,1003.6,145.48072130545233
1546.52,1005.09,146.97072130545234
1547.99,1009.54,151.42072130545228
1549.46,1007.07,148.95072130545236
1550.93,1007.21,149.09072130545235
1552.4,1004.26,146.1407213054523
1553.87,1005.86,147.74072130545233
1555.34,1003.19,145.07072130545237
1556.81,1004.12,146.00072130545232
1558.28,1005.66,147.54072130545228
1559.75,999.798,141.6787213054523
1561.22,1004.89,146.7707213054523
1562.69,1008.57,150.45072130545236
1564.15,1004.97,146.85072130545234
1565.62,1005.19,147.07072130545237
1567.09,1000.73,142.61072130545233
1568.55,1000.14,142.0207213054523
1570.02,1003.54,145.42072130545228
1571.48,1005.54,147.42072130545228
1572.95,1002.69,144.57072130545237
1574.41,1002.12,144.00072130545232
1575.88,1001.33,143.21072130545235
1577.34,996.566,138.44672130545234
1578.8,996.727,138.6077213054523
1580.27,999.293,141.17372130545232
1581.73,992.525,134.4057213054523
1583.19,993.676,135.55672130545236
1584.65,996.02,137.9007213054523
1586.11,988.747,130.62772130545227
1587.57,987.818,129.6987213054523
1589.03,990.99,132.87072130545232
1590.49,985.515,127.3957213054523
1591.95,982.889,124.76972130545232
1593.41,985.252,127.13272130545226
1594.87,989.03,130.91072130545228
1596.33,983.394,125.27472130545232
1597.79,983.858,125.73872130545226
1599.24,981.96,123.84072130545235
1600.7,984.283,126.16372130545233
1602.16,982.262,124.14272130545226
1603.61,983.091,124.97172130545232
1605.07,972.747,114.62772130545227
1606.52,977.758,119.63872130545235
1607.98,976.788,118.66872130545232
1609.43,982.02,123.9007213054523
1610.89,976.99,118.87072130545232
1612.34,973.495,115.37572130545232
1613.79,975.434,117.31472130545228
1615.25,974.627,116.50772130545226
1616.7,976.021,117.90172130545227
1618.15,979.697,121.57772130545231
1619.6,976.384,118.26472130545233
1621.05,977.232,119.11272130545228
1622.5,978.626,120.50672130545229
1623.95,979.091,120.97172130545232
1625.4,978.97,120.85072130545234
1626.85,981.111,122.9917213054523
1628.3,979.818,121.6987213054523
1629.75,982.0,123.88072130545231
1631.19,978.465,120.34572130545234
1632.64,981.01,122.8907213054523
1634.09,980.485,122.36572130545233
1635.54,984.323,126.20372130545229
1636.98,986.182,128.06272130545233
1638.43,983.495,125.37572130545232
1639.87,987.677,129.55772130545233
1641.32,990.869,132.74972130545234
1642.76,989.313,131.1937213054523
1644.21,996.646,138.52672130545227
1645.65,991.535,133.41572130545228
1647.09,999.414,141.2947213054523
1648.54,993.152,135.03272130545236
1649.98,994.242,136.12272130545227
1651.42,993.919,135.7997213054523
1652.86,998.97,140.85072130545234
1654.31,999.919,141.7997213054523
1655.75,996.242,138.12272130545227
1657.19,1000.44,142.32072130545237
1658.63,999.536,141.41672130545226
1660.07,1003.74,145.62072130545232
1661.5,1003.07,144.95072130545236
1662.94,1003.84,145.72072130545234
1664.38,1007.25,149.1307213054523
1665.82,1009.21,151.09072130545235
1667.26,1007.07,148.95072130545236
1668.69,1011.76,153.6407213054523
1670.13,1015.37,157.25072130545232
1671.57,1005.9,147.7807213054523
1673.0,1015.25,157.1307213054523
1674.44,1011.76,153.6407213054523
1675.87,1015.11,156.99072130545233
1677.31,1016.89,158.7707213054523
1678.74,1018.61,160.49072130545233
1680.18,1017.66,159.54072130545228
1681.61,1022.44,164.32072130545237
1683.04,1020.85,162.73072130545233
1684.47,1019.8,161.68072130545227
1685.91,1019.6,161.48072130545233
1687.34,1023.62,165.50072130545232
1688.77,1023.49,165.37072130545232
1690.2,1025.52,167.4007213054523
