,,B-Baseline
23.2408,35.4343,-202.7997982095661
25.1249,36.7475,-201.4865982095661
27.0086,38.3636,-199.8704982095661
28.8919,39.394,-198.8400982095661
30.7748,41.4545,-196.7795982095661
32.6573,43.6768,-194.5572982095661
34.5395,47.8788,-190.35529820956612
36.4213,50.7475,-187.4865982095661
38.3005,54.4848,-183.7492982095661
40.1816,60.0606,-178.1734982095661
42.0622,65.8788,-172.35529820956612
43.9425,70.5253,-167.7087982095661
45.8203,75.697,-162.5370982095661
47.6998,80.303,-157.9310982095661
49.5768,86.6667,-151.56739820956608
51.4556,91.1313,-147.10279820956612
53.3318,99.7172,-138.51689820956608
55.2098,106.465,-131.7690982095661
57.0853,113.455,-124.7790982095661
58.9605,119.596,-118.6380982095661
60.8374,124.545,-113.6890982095661
62.7117,131.394,-106.8400982095661
64.5857,138.242,-99.99209820956611
66.4594,144.121,-94.11309820956609
68.3326,147.414,-90.82009820956611
70.2055,152.202,-86.0320982095661
72.078,158.263,-79.9710982095661
73.9501,159.677,-78.5570982095661
75.8219,161.96,-76.27409820956609
77.6911,163.596,-74.6380982095661
79.5621,167.838,-70.3960982095661
81.4327,169.232,-69.0020982095661
83.3009,170.323,-67.91109820956609
85.1707,169.919,-68.31509820956609
87.0403,172.525,-65.7090982095661
88.9072,173.051,-65.18309820956611
90.7739,172.445,-65.7890982095661
92.6423,173.899,-64.3350982095661
94.5081,173.677,-64.5570982095661
96.3737,171.838,-66.3960982095661
98.2409,170.606,-67.6280982095661
100.106,173.111,-65.12309820956611
101.97,173.01,-65.22409820956611
103.834,173.273,-64.9610982095661
105.698,173.495,-64.7390982095661
107.561,174.283,-63.95109820956611
109.424,174.162,-64.0720982095661
111.286,173.859,-64.37509820956609
113.149,177.354,-60.880098209566086
115.008,174.667,-63.5670982095661
116.87,175.333,-62.9010982095661
118.731,172.646,-65.58809820956611
120.591,172.545,-65.68909820956611
122.45,171.01,-67.22409820956611
124.31,171.273,-66.9610982095661
126.167,170.909,-67.32509820956611
128.024,169.374,-68.8600982095661
129.883,168.929,-69.3050982095661
131.739,171.758,-66.47609820956609
133.595,171.98,-66.25409820956611
135.453,173.697,-64.5370982095661
137.308,174.525,-63.70909820956609
139.163,173.616,-64.61809820956609
141.018,175.293,-62.94109820956609
142.872,178.404,-59.8300982095661
144.725,176.949,-61.28509820956609
146.579,180.343,-57.89109820956611
148.432,179.899,-58.3350982095661
150.282,182.929,-55.3050982095661
152.135,184.323,-53.91109820956609
153.986,186.141,-52.09309820956611
155.838,187.657,-50.57709820956609
157.687,184.929,-53.3050982095661
159.538,186.121,-52.11309820956609
161.386,183.495,-54.739098209566095
163.236,183.98,-54.25409820956611
165.084,181.818,-56.41609820956609
166.931,181.01,-57.22409820956611
168.78,182.101,-56.1330982095661
170.627,182.788,-55.44609820956609
172.473,183.96,-54.27409820956609
174.318,184.747,-53.487098209566085
176.164,185.576,-52.658098209566106
178.009,183.515,-54.71909820956611
179.854,184.525,-53.70909820956609
181.698,185.596,-52.638098209566095
183.542,185.697,-52.537098209566096
185.385,185.091,-53.14309820956609
187.226,184.263,-53.971098209566094
189.069,187.01,-51.22409820956611
190.912,183.697,-54.537098209566096
192.752,184.263,-53.971098209566094
194.593,186.99,-51.24409820956609
196.433,186.889,-51.34509820956609
198.274,185.96,-52.27409820956609
200.112,189.192,-49.04209820956609
201.95,185.737,-52.497098209566104
203.79,187.596,-50.638098209566095
205.628,190.02,-48.21409820956609
207.465,190.101,-48.1330982095661
209.302,189.071,-49.1630982095661
211.138,189.071,-49.1630982095661
212.974,187.253,-50.98109820956611
214.81,188.606,-49.628098209566105
216.645,187.717,-50.517098209566086
218.48,186.949,-51.28509820956609
220.314,187.152,-51.08209820956611
222.146,190.525,-47.70909820956609
223.98,188.364,-49.870098209566095
225.814,189.091,-49.14309820956609
227.645,189.515,-48.71909820956611
229.477,190.707,-47.527098209566105
231.308,193.313,-44.92109820956611
233.14,191.697,-46.537098209566096
234.969,195.495,-42.739098209566095
236.798,193.798,-44.4360982095661
238.627,193.758,-44.47609820956609
240.458,193.939,-44.295098209566106
242.286,193.313,-44.92109820956611
244.114,192.687,-45.54709820956609
245.941,192.626,-45.608098209566094
247.768,193.798,-44.4360982095661
249.595,194.04,-44.19409820956611
251.421,192.061,-46.17309820956609
253.245,192.586,-45.648098209566086
255.07,195.111,-43.12309820956611
256.896,192.303,-45.9310982095661
258.718,194.121,-44.11309820956609
260.543,194.566,-43.6680982095661
262.367,192.95,-45.28409820956611
264.189,192.101,-46.1330982095661
266.01,194.364,-43.870098209566095
267.833,197.232,-41.0020982095661
269.654,195.03,-43.2040982095661
271.474,198.606,-39.628098209566105
273.296,196.949,-41.28509820956609
275.116,198.566,-39.6680982095661
276.935,200.0,-38.2340982095661
278.754,202.141,-36.09309820956611
280.572,200.869,-37.3650982095661
282.39,203.172,-35.0620982095661
284.208,205.717,-32.517098209566086
286.023,206.707,-31.527098209566105
287.84,206.02,-32.21409820956609
289.657,209.091,-29.14309820956609
291.471,208.242,-29.99209820956611
293.287,212.101,-26.1330982095661
295.103,211.394,-26.840098209566094
296.916,210.727,-27.507098209566095
298.729,212.687,-25.547098209566087
300.543,212.222,-26.01209820956609
302.355,211.455,-26.779098209566087
304.167,210.646,-27.588098209566112
305.979,213.131,-25.1030982095661
307.792,211.576,-26.658098209566106
309.602,211.111,-27.12309820956611
311.413,209.98,-28.25409820956611
313.223,210.828,-27.406098209566096
315.032,209.859,-28.37509820956609
316.84,207.556,-30.678098209566087
318.648,212.485,-25.749098209566085
320.457,213.616,-24.618098209566085
322.265,212.04,-26.194098209566107
324.071,217.192,-21.042098209566092
325.878,219.192,-19.042098209566092
327.684,222.101,-16.1330982095661
329.49,225.354,-12.880098209566086
331.295,229.96,-8.274098209566091
333.099,235.838,-2.396098209566105
334.904,240.242,2.007901790433891
336.708,244.606,6.3719017904338955
338.511,249.01,10.775901790433892
340.313,244.465,6.230901790433904
342.116,245.919,7.684901790433912
343.917,240.566,2.3319017904339034
345.719,237.636,-0.5980982095661034
347.52,235.131,-3.103098209566099
349.321,234.747,-3.487098209566085
351.121,233.596,-4.638098209566095
352.92,237.556,-0.6780982095660875
354.719,240.465,2.2309017904339044
356.519,245.212,6.97790179043389
358.316,251.717,13.482901790433914
360.115,250.263,12.028901790433906
361.911,250.646,12.411901790433888
363.707,245.212,6.97790179043389
365.504,241.899,3.664901790433902
367.3,239.939,1.704901790433894
369.095,235.758,-2.4760982095660893
370.889,233.414,-4.820098209566112
372.683,231.697,-6.537098209566096
374.477,228.848,-9.386098209566086
376.271,227.838,-10.396098209566105
378.064,228.606,-9.628098209566105
379.857,225.919,-12.315098209566088
381.649,227.596,-10.638098209566095
383.439,228.424,-9.810098209566092
385.231,227.919,-10.315098209566088
387.022,230.081,-8.15309820956611
388.811,227.96,-10.274098209566091
390.602,228.707,-9.527098209566105
392.39,228.929,-9.305098209566097
394.178,229.354,-8.880098209566086
395.968,232.424,-5.8100982095660925
397.755,231.717,-6.517098209566086
399.542,234.121,-4.11309820956609
401.329,235.051,-3.1830982095661113
403.115,235.636,-2.5980982095661034
404.901,239.838,1.6039017904338948
406.686,241.859,3.62490179043391
408.472,244.889,6.654901790433911
410.256,250.848,12.613901790433914
412.041,255.818,17.583901790433913
413.823,258.505,20.270901790433896
415.607,261.454,23.21990179043391
417.39,260.808,22.573901790433894
419.171,259.818,21.583901790433885
420.954,254.525,16.290901790433907
422.734,254.566,16.331901790433903
424.514,251.737,13.502901790433896
426.296,253.131,14.896901790433901
428.075,256.97,18.73590179043393
429.854,257.455,19.220901790433885
431.633,263.131,24.896901790433873
433.411,264.748,26.51390179043389
435.189,262.505,24.270901790433896
436.967,257.556,19.321901790433884
438.744,252.444,14.20990179043389
440.521,247.495,9.260901790433905
442.295,241.838,3.603901790433895
444.072,239.657,1.4229017904339116
445.848,239.232,0.9979017904339003
447.621,238.0,-0.23409820956609906
449.396,238.04,-0.19409820956610702
451.169,234.323,-3.9110982095660916
452.944,239.232,0.9979017904339003
454.716,241.111,2.876901790433891
456.487,240.505,2.2709017904338964
458.259,242.404,4.169901790433897
460.03,244.687,6.452901790433913
461.803,246.525,8.290901790433907
463.573,247.818,9.583901790433913
465.343,247.293,9.058901790433907
467.111,244.242,6.007901790433891
468.88,242.222,3.9879017904339094
470.649,238.99,0.75590179043391
472.418,239.636,1.4019017904338966
474.184,240.081,1.8469017904338898
475.952,239.697,1.4629017904339037
477.718,243.717,5.482901790433914
479.485,240.646,2.4119017904338875
481.25,242.545,4.310901790433888
483.017,240.566,2.3319017904339034
484.781,240.788,2.553901790433912
486.545,238.545,0.31090179043388844
488.308,237.354,-0.8800982095660856
490.072,235.455,-2.7790982095660866
491.835,231.03,-7.204098209566098
493.597,229.758,-8.47609820956609
495.359,227.475,-10.759098209566105
497.121,223.818,-14.416098209566087
498.883,221.798,-16.436098209566097
500.644,220.909,-17.325098209566107
502.403,218.182,-20.05209820956611
504.163,218.283,-19.951098209566112
505.921,216.061,-22.173098209566092
507.681,213.717,-24.517098209566086
509.439,213.677,-24.557098209566107
511.198,213.253,-24.981098209566113
512.955,211.252,-26.98209820956609
514.711,208.929,-29.305098209566097
516.467,208.747,-29.487098209566085
518.223,210.141,-28.093098209566108
519.978,208.384,-29.850098209566113
521.733,206.566,-31.668098209566097
523.488,206.707,-31.527098209566105
525.243,205.576,-32.658098209566106
526.997,206.162,-32.07209820956609
528.75,206.586,-31.648098209566086
530.502,207.253,-30.981098209566113
532.255,206.848,-31.386098209566086
534.006,207.798,-30.436098209566097
535.758,205.677,-32.55709820956611
537.508,207.293,-30.941098209566093
539.26,207.111,-31.12309820956611
541.009,208.303,-29.931098209566102
542.758,205.495,-32.739098209566095
544.507,208.586,-29.648098209566086
546.255,208.364,-29.870098209566095
548.003,206.929,-31.305098209566097
549.751,209.475,-28.759098209566105
551.498,210.586,-27.648098209566086
553.245,213.596,-24.638098209566095
554.992,212.222,-26.01209820956609
556.738,212.141,-26.093098209566108
558.482,215.374,-22.860098209566104
560.228,217.677,-20.557098209566107
561.971,216.141,-22.093098209566108
563.716,220.263,-17.971098209566094
565.459,221.414,-16.820098209566112
567.201,223.515,-14.719098209566113
568.945,225.152,-13.082098209566112
570.687,228.222,-10.01209820956609
572.428,230.485,-7.749098209566085
