		B-Baseline
828.455	6376.52	115.56867673036595
830.128	6381.98	116.10565867549485
831.8	6389.37	118.57558324946785
833.472	6399.6	123.885507823441
835.142	6394.24	113.61131765510072
836.814	6410.61	125.06124222907329
838.483	6426.5	136.03999468957682
840.154	6404.75	109.3728618923924
841.822	6424.46	124.17455698173853
843.491	6427.39	122.19330944224293
845.159	6434.55	124.44500453158889
846.826	6422.12	107.10964224977761
848.493	6440.51	120.59427996796694
850.16	6433.21	108.38891768615667
851.827	6452.61	122.88355540434623
853.494	6433.64	99.00819312253589
855.16	6459.68	120.14577346956867
856.823	6454.54	110.11218170313168
858.489	6454.36	105.0297620501633
860.154	6454.0	99.77028502604117
861.817	6451.5	92.37669325960269
863.48	6461.51	97.49310149316625
865.144	6469.62	100.70656709788545
866.806	6491.54	117.73591796029086
868.467	6489.94	111.24821145154056
870.129	6497.94	114.3575623139468
871.79	6516.32	127.84985580519606
873.451	6542.93	149.5721492964458
875.111	6541.11	142.86738541653813
876.771	6579.21	176.08262153663145
878.429	6594.4	186.39374291441072
880.089	6621.45	208.55897903450295
881.748	6646.12	228.3471577834398
883.405	6658.38	235.7312217900626
885.063	6662.0	234.47234316784215
886.719	6652.81	220.40934980330803
888.375	6634.89	197.61635643877435
890.031	6637.86	195.71336307424008
891.689	6627.39	180.3644844520195
893.344	6612.87	160.97443371632835
894.998	6620.99	164.22732560948134
896.651	6611.13	149.50316013147767
898.305	6604.4	137.9060520246294
899.959	6606.3	134.93894391778304
901.613	6600.75	124.52183581093504
903.264	6611.82	130.73355559061747
904.917	6617.72	131.76939011261402
906.568	6614.32	123.51110989229619
908.22	6631.51	135.8398870431356
909.87	6642.0	141.47454945166191
911.52	6648.73	143.3492118601871
913.169	6643.92	133.68681689755704
914.818	6661.09	146.00442193492654
916.467	6665.11	145.1720269722946
918.116	6672.52	147.72963200966478
919.764	6683.98	154.34017967587715
921.412	6705.19	170.70072734208952
923.06	6695.82	156.48127500830196
924.705	6693.6	149.42065056104548
926.352	6710.65	161.62414085609998
927.997	6699.8	145.9335164088434
929.643	6715.01	156.29994933274247
931.288	6704.95	141.39932488548493
932.931	6720.95	152.5645856959136
934.577	6726.4	153.17101861981246
936.22	6729.56	151.4962794302428
937.863	6723.37	140.47154024067186
939.506	6755.78	168.04680105110037
941.148	6741.8	149.23500449037329
942.788	6737.62	140.22909318733218
944.43	6742.79	140.56729662660564
946.072	6744.18	137.12550006587753
947.711	6751.62	139.74253139168013
949.352	6749.56	132.85367745979602
950.99	6751.8	130.2736514144408
952.631	6748.24	121.88479748255668
954.269	6746.79	115.61477143720276
955.906	6733.86	97.86768802069219
957.544	6732.24	91.42766197533729
959.181	6754.63	109.00057855882642
960.818	6762.87	112.42349514231591
962.454	6757.74	102.47935435464751
964.09	6754.57	94.49521356698006
965.726	6770.81	105.92107277931336
967.36	6768.56	98.86281724933269
968.995	6751.47	76.96161909050807
970.628	6761.82	82.50630618936884
972.263	6760.41	76.28510803054542
973.896	6762.83	73.89979512940772
975.528	6781.72	87.98742485711318
977.162	6775.03	76.489169327132
978.793	6776.02	72.67974168368164
980.424	6786.32	78.18031404022986
982.055	6787.01	74.07088639677931
983.686	6785.35	67.6114587533284
985.316	6780.55	58.01497373872098
986.945	6799.9	72.57143135295519
988.574	6786.12	53.99788896719201
990.204	6798.55	61.63140395258506
991.831	6788.44	46.73374682450594
993.46	6817.84	71.34020443874215
995.087	6786.38	35.092547310664486
996.713	6822.77	66.697832811431
998.339	6812.95	52.09311831219475
999.965	6829.64	63.99840381296144
1001.59	6832.4	61.97663194256893
1003.22	6854.04	78.82014692796201
1004.84	6874.79	94.80308820178743
1006.47	6879.23	94.44660318717979
1008.09	6888.42	98.86954446100572
1009.71	6920.06	125.74248573483146
1011.34	6914.42	115.30600072022298
1012.96	6935.45	131.56894199404815
1014.58	6953.84	145.1918832678739
1016.2	6979.03	165.6148245416989
1017.82	6983.58	165.3977658155245
1019.44	7011.64	188.69070708935033
1021.06	7022.73	195.0136483631759
1022.68	7050.93	218.44658963700203
1024.3	7045.32	208.06953091082687
1025.92	7065.51	223.4924721846528
1027.54	7080.81	234.0254134584784
1029.16	7092.79	241.23835473230338
1030.78	7103.13	246.81129600612894
1032.39	7144.59	283.53366356838706
1034.01	7160.4	294.57660484221196
1035.63	7176.63	306.03954611603785
1037.24	7217.86	342.5319136782964
1038.86	7255.88	375.78485495212317
1040.47	7275.44	390.60722251438074
1042.08	7272.3	382.7295900766394
1043.7	7297.59	403.2525313504648
1045.31	7289.72	390.6448989127239
1046.93	7304.63	400.78784018654824
1048.54	7341.51	432.93020774880824
1050.15	7334.87	421.552575311066
1051.76	7341.62	423.564942873325
1053.37	7358.22	435.42731043558433
1054.98	7365.39	437.8596779978425
1056.6	7337.58	405.2826192716675
1058.21	7338.24	401.20498683392543
1059.81	7319.96	378.21678068461824
1061.42	7308.54	362.05914824687625
1063.03	7313.23	362.01151580913483
1064.64	7291.76	335.8038833713945
1066.25	7278.1	317.4062509336527
1067.86	7284.69	319.2586184959109
1069.46	7311.86	341.72041234660264
1071.07	7309.7	334.8227799088618
1072.67	7322.0	342.4145737595536
1074.28	7323.38	339.0569413218118
1075.89	7334.04	344.97930888407063
1077.49	7346.06	352.2911027347627
1079.09	7373.7	375.2228965854547
1080.7	7394.99	391.77526414771273
1082.3	7421.9	413.97705799840514
1083.9	7463.33	450.6988518490962
1085.51	7481.09	463.7212194113554
1087.11	7518.79	496.71301326204684
1088.71	7537.68	510.8948071127397
1090.31	7544.89	513.3966009634305
1091.91	7557.72	521.518394814123
1093.51	7552.3	511.39018866481456
1095.11	7498.02	452.40198251550646
1096.71	7479.64	429.313776366198
1098.31	7469.35	414.3155702168897
1099.91	7471.23	411.48736406758144
1101.51	7490.38	425.92915791827363
1103.1	7484.34	415.2103780573989
1104.7	7511.43	437.5921719080907
1106.3	7539.13	460.58396575878214
1107.89	7557.35	474.1251858979067
1109.49	7574.71	486.77697974859893
1111.08	7589.15	496.53819988772375
1112.68	7605.48	508.1599937384144
1114.28	7602.58	500.55178758910733
1115.87	7599.41	492.7030077282325
1117.46	7598.32	486.93422786735755
1119.06	7572.26	456.1660217180497
1120.65	7545.84	425.06724185717394
1122.24	7518.87	393.4184619962989
1123.83	7498.6	368.4696821354246
1125.42	7452.61	317.8009022745491
1127.02	7438.08	298.562696125241
1128.6	7406.1	261.93334255280024
1130.19	7387.25	238.40456269192327
1131.79	7346.89	193.33635654261616
1133.37	7358.93	200.727002970174
1134.96	7340.75	177.86822310929892
1136.55	7326.16	158.599443248424
1138.14	7339.6	167.36066338754972
1139.73	7332.43	155.51188352667486
1141.31	7335.9	154.3325299542321
1142.9	7345.94	159.69375009335636
1144.49	7332.06	141.13497023248237
1146.07	7348.18	152.60561666004105
1147.66	7347.07	146.81683679916478
1149.24	7336.32	131.41748322672356
1150.83	7343.31	133.72870336584947
1152.41	7351.68	137.44934979340724
1153.99	7354.59	135.70999622096497
1155.58	7364.81	141.25121636009044
1157.16	7372.02	143.81186278764835
1158.74	7380.22	147.36250921520605
1160.32	7353.76	116.2531556427648
1161.9	7343.37	101.21380207032144
1163.48	7352.44	105.63444849787993
1165.07	7356.16	104.6756686370054
1166.64	7329.19	73.08574135299659
1168.22	7315.25	54.49638778055487
1169.8	7322.26	56.857034208112964
1171.38	7316.63	46.57768063567073
1172.96	7329.58	54.878327063229335
1174.54	7336.77	57.41897349078863
1176.12	7356.65	72.6496199183457
1177.69	7349.86	61.23969263433628
1179.27	7375.54	82.27033906189536
1180.84	7358.75	60.86041177788684
1182.42	7391.41	88.87105820544457
1183.99	7399.41	92.25113092143602
1185.57	7414.12	102.31177734899484
1187.14	7439.62	123.19185006498537
1188.72	7411.01	89.93249649254358
1190.29	7430.32	104.62256920853542
1191.86	7446.08	115.76264192452618
1193.43	7453.66	118.72271464051755
1195.01	7455.6	116.01336106807685
1196.58	7467.54	123.33343378406698
1198.15	7464.3	115.47350650005865
1199.72	7492.85	139.40357921605028
1201.29	7500.34	142.2736519320415
1202.86	7504.06	141.3737246480332
1204.43	7528.42	161.1137973640234
1206.0	7522.42	150.49387008001577
1207.57	7520.97	144.4239427960074
1209.14	7536.48	155.31401551199724
1210.7	7540.93	155.17351451642298
1212.27	7566.18	175.80358723241443
1213.84	7562.75	167.75365994840558
1215.4	7574.04	174.45315895282965
1216.97	7584.48	180.2732316688207
1218.53	7576.02	167.22273067324568
1220.1	7597.92	184.50280338923767
1221.66	7584.77	166.76230239366123
1223.23	7591.68	169.05237510965344
1224.79	7602.61	175.39187411407693
1226.35	7611.96	180.1513731185023
1227.92	7593.47	157.04144583449306
1229.48	7605.31	164.29094483891822
1231.04	7614.99	169.3804438433417
1232.6	7622.32	172.11994284776665
1234.16	7637.92	183.12944185219112
1235.73	7652.55	193.13951456818268
1237.29	7622.48	158.47901357260707
1238.85	7655.82	187.22851257703223
1240.4	7675.44	202.2874378698889
1241.96	7690.18	212.4369368743137
1243.52	7684.83	202.49643587873834
1245.08	7709.9	222.97593488316306
1246.64	7733.92	242.4054338875867
1248.19	7740.18	244.1043591804446
1249.75	7741.31	240.6438581848697
1251.31	7743.15	237.89335718929397
1252.86	7737.5	227.682282482152
1254.42	7730.24	215.8317814865759
1255.97	7729.43	210.46070677943408
1257.53	7732.12	208.5602057838587
1259.08	7729.13	201.00913107671659
1260.64	7721.64	188.9286300811409
1262.19	7717.19	179.91755537399786
1263.74	7721.58	179.74648066685586
1265.29	7705.27	158.87540595971404
1266.85	7717.03	166.04490496413837
1268.4	7718.3	162.75383025699648
1269.95	7742.34	182.23275554985412
1271.5	7734.4	169.73168084271128
1273.05	7754.4	185.17060613556896
1274.6	7758.14	184.34953142842733
1276.15	7776.51	198.1584567212849
1277.7	7778.47	195.5573820141426
1279.25	7788.87	201.39630730699992
1280.79	7804.4	212.39465888829
1282.34	7791.09	194.52358418114818
1283.89	7809.5	208.3725094740057
1285.43	7844.51	238.85086105529717
1286.98	7835.54	225.3197863481546
1288.53	7832.93	218.1487116410126
1290.07	7845.51	226.19706322230377
1291.62	7858.24	234.365988515161
1293.16	7863.96	235.5543400964516
1294.71	7886.08	253.11326538930916
1296.25	7887.6	250.10161697060084
1297.79	7890.71	248.67996855189176
1299.34	7901.07	254.4788938447491
1300.88	7927.47	276.34724542604
1302.42	7932.14	276.4855970073304
1303.96	7954.59	294.40394858862146
1305.5	7964.61	299.89230016991223
1307.04	7966.65	297.40065175120253
1308.58	7981.19	307.40900333249374
1310.12	7947.11	268.79735491378506
1311.66	7948.95	266.10570649507554
1313.2	7941.29	253.91405807636602
1314.74	7929.62	237.7124096576581
1316.28	7908.57	212.13076123894825
1317.81	7904.02	203.07853910867289
1319.35	7911.17	205.69689068996377
1320.89	7919.09	209.08524227125417
1322.42	7928.32	213.81302014097764
1323.96	7912.32	193.2813717222689
1325.5	7938.79	215.21972330355948
1327.03	7943.43	215.35750117328462
1328.56	7946.95	214.37527904300805
1330.1	7935.17	198.06363062429955
1331.63	7939.03	197.42140849402222
1333.17	7949.54	203.39976007531368
1334.7	7939.94	189.29753794503722
1336.23	7948.95	193.80531581476225
1337.76	7938.91	179.26309368448528
1339.3	7945.45	181.2714452657774
1340.83	7943.62	174.93922313550047
1342.36	7948.22	175.03700100522565
1343.89	7932.65	154.96477887494802
1345.42	7939.47	157.28255674467346
1346.95	7936.18	149.4903346143974
1348.48	7932.99	141.7981124841208
1350.0	7960.0	164.33531664227849
1351.53	7944.89	144.72309451200272
1353.06	7940.63	135.9608723817264
1354.59	7953.17	143.99865025145118
1356.11	7923.09	109.44585440960873
1357.64	7917.05	98.90363227933176
1359.17	7898.02	75.37141014905592
1360.69	7884.12	56.99861430721285
1362.22	7895.05	63.42639217693704
