Frequency,Intensity
1269.6229,16.7554
497.9002,16.5044
162.3940,2.0404
3260.2794,205.9386
1473.6278,1010.6626
1424.4426,27.6993
1019.8274,4.7871
252.3001,4.3558
3286.6738,386.6208
1206.0725,5.5027
949.3970,45.0658
793.8765,15.0376
2995.1116,362.0599
210.4817,2.2816
1656.9670,631.1309
1390.2478,397.1335
1084.0611,81.6156
1029.1027,27.2945
933.0570,2.7392
3270.0792,125.0687
598.0366,0.7058
1593.5160,153.8773
643.1690,1.5001
1156.6540,114.4418
889.5786,18.0593
881.4875,7.1413
748.0916,11.9455
