3.991989e+002,2.267689e+000
4.011274e+002,2.301899e+000
4.030559e+002,2.183257e+000
4.049844e+002,2.118364e+000
4.069129e+002,2.371759e+000
4.088414e+002,2.108860e+000
4.107699e+002,2.018277e+000
4.126984e+002,1.961585e+000
4.146269e+002,1.937584e+000
4.165554e+002,2.291027e+000
4.184839e+002,2.513185e+000
4.204124e+002,2.087045e+000
4.223409e+002,2.157998e+000
4.242694e+002,6.000000e+000
4.261979e+002,3.347379e+000
4.281264e+002,2.863687e+000
4.300549e+002,6.000000e+000
4.319834e+002,6.000000e+000
4.339119e+002,2.574427e+000
4.358404e+002,2.207934e+000
4.377689e+002,2.196007e+000
4.396974e+002,2.075268e+000
4.416259e+002,2.230002e+000
4.435544e+002,2.391260e+000
4.454829e+002,2.826675e+000
4.474114e+002,2.560410e+000
4.493399e+002,2.279322e+000
4.512684e+002,2.435475e+000
4.531969e+002,6.000000e+000
4.551254e+002,2.171774e+000
4.570539e+002,1.994291e+000
4.589824e+002,2.141445e+000
4.609109e+002,2.169634e+000
4.628394e+002,2.135884e+000
4.647679e+002,2.153032e+000
4.666964e+002,2.066160e+000
4.686248e+002,2.569157e+000
4.705533e+002,3.524709e+000
4.724818e+002,2.267335e+000
4.744103e+002,2.044044e+000
4.763388e+002,3.109697e+000
4.782673e+002,6.000000e+000
4.801958e+002,3.184603e+000
4.821243e+002,2.885939e+000
4.840528e+002,2.179133e+000
4.859813e+002,2.133585e+000
4.879098e+002,6.000000e+000
4.898383e+002,6.000000e+000
4.917668e+002,6.000000e+000
4.936953e+002,2.650631e+000
4.956238e+002,2.021728e+000
4.975523e+002,6.000000e+000
4.994808e+002,6.000000e+000
5.014093e+002,6.000000e+000
5.033378e+002,6.000000e+000
5.052663e+002,6.000000e+000
5.071948e+002,2.721739e+000
5.091233e+002,2.150632e+000
5.110518e+002,2.126935e+000
5.129803e+002,2.218564e+000
5.149088e+002,1.748774e+000
5.168373e+002,2.309545e+000
5.187657e+002,6.000000e+000
5.206943e+002,6.000000e+000
5.226227e+002,3.056458e+000
5.245513e+002,6.000000e+000
5.264797e+002,6.000000e+000
5.284083e+002,1.575022e+000
5.303367e+002,1.532614e+000
5.322653e+002,2.091178e+000
5.341937e+002,1.958741e+000
5.361223e+002,1.821513e+000
5.380507e+002,1.598572e+000
5.399792e+002,1.392924e+000
5.419077e+002,1.415836e+000
5.438362e+002,1.416874e+000
5.457647e+002,1.428362e+000
5.476932e+002,1.447271e+000
5.496217e+002,1.483796e+000
5.515502e+002,1.775681e+000
5.534787e+002,1.939801e+000
5.554072e+002,1.734459e+000
5.573357e+002,1.657853e+000
5.592642e+002,1.822934e+000
5.611927e+002,1.873648e+000
