399.199	1.13958
401.127	0.775002
403.056	4.18249
404.984	0.989458
406.913	0.311197
408.841	0.145588
410.77	0.0417529
412.698	0.0212373
414.627	0.15996
416.555	0.312509
418.484	0.159367
420.412	0.18679
422.341	0.324039
424.269	0.305212
426.198	0.301925
428.126	0.259559
430.055	0.263596
431.983	0.116379
433.912	0.0594637
435.84	0.152068
437.769	0.505231
439.697	0.228439
441.626	0.000520825
443.554	-0.0303371
445.483	-0.0637116
447.411	-0.00186276
449.34	0.273166
451.268	0.27286
453.197	0.141984
455.125	0.107169
457.054	0.184749
458.982	0.130053
460.911	0.236719
462.839	0.201825
464.768	0.12252
466.696	0.130825
468.625	0.481467
470.553	0.668291
472.482	0.189771
474.41	0.0717192
476.339	0.0304383
478.267	0.0639857
480.196	0.374583
482.124	0.595019
484.053	0.235533
485.981	0.232122
487.91	0.907625
489.838	4.31984
491.767	4.32274
493.695	4.32564
495.624	4.32853
497.552	4.33141
499.481	0.670622
501.409	0.0310588
503.338	0.528278
505.266	4.34287
507.195	4.34572
509.123	4.34856
511.052	4.3514
512.98	4.35423
514.909	4.35705
516.837	4.35987
518.766	4.36268
520.694	0.104275
522.623	0.511911
524.551	4.37108
526.48	4.37386
528.408	4.37664
530.337	0.616207
532.265	0.0558238
534.194	0.217605
536.122	-0.173881
538.051	-0.183437
539.979	0.0612595
541.908	0.0975502
543.836	0.133389
545.765	0.104465
547.693	0.143829
549.622	0.0428978
551.55	-0.127168
553.479	-0.182437
555.407	-0.113273
557.336	0.05135
559.264	0.0570611
561.193	0.0442079
563.121	-0.0115573
565.05	-0.00610793
566.978	0.0693103
568.907	0.100947
570.835	0.0951509
572.764	0.100168
574.692	0.0980918
576.621	0.078952
578.549	0.105047
580.478	0.123294
582.406	0.134836
584.335	0.144885
586.263	0.159327
588.192	0.174439
590.12	0.182725
592.049	0.167907
593.977	0.156842
595.906	0.147181
597.834	0.136701
599.763	0.146977
601.691	0.152496
603.62	0.151595
605.548	0.154388
607.477	0.169938
609.405	0.179667
611.334	0.183547
613.262	0.191035
615.191	0.201757
617.119	0.231774
619.048	0.259997
620.976	0.284789
622.905	0.292233
624.833	0.291606
626.762	0.286929
628.69	0.280286
630.619	0.28019
632.547	0.281942
634.476	0.284266
636.404	0.294797
638.333	0.308398
640.261	0.323842
642.19	0.344519
644.118	0.355918
646.047	0.350893
647.975	0.339193
649.904	0.324781
651.832	0.313733
653.761	0.311739
655.689	0.313053
657.618	0.316282
659.546	0.324911
661.474	0.347743
663.403	0.379129
665.331	0.407219
667.26	0.420732
669.188	0.422413
671.117	0.414879
673.045	0.401344
674.974	0.391243
676.903	0.388288
678.831	0.387188
680.76	0.383376
682.688	0.37962
684.617	0.380118
686.545	0.376609
688.474	0.371699
690.402	0.369597
692.331	0.372353
694.259	0.373069
696.188	0.372228
698.116	0.372525
700.044	0.373453
701.973	0.373574
703.901	0.376081
705.83	0.3751
707.758	0.373187
709.687	0.373427
711.615	0.377098
713.544	0.382575
715.472	0.387007
717.401	0.39187
719.33	0.397296
721.258	0.39875
723.187	0.402912
725.115	0.41036
727.044	0.416173
728.972	0.423934
730.901	0.43776
732.829	0.448119
734.757	0.457202
736.686	0.467505
738.614	0.480725
740.543	0.490149
742.471	0.499168
744.4	0.506593
746.328	0.512056
748.257	0.516102
750.185	0.517581
752.114	0.51283
754.042	0.505591
755.971	0.498056
757.899	0.486521
759.828	0.474312
761.756	0.460034
763.685	0.444599
765.613	0.43073
767.542	0.418917
769.47	0.406847
771.399	0.392442
773.327	0.378017
775.256	0.367977
777.184	0.357991
779.113	0.352412
781.041	0.346738
782.97	0.340742
784.898	0.329563
786.827	0.315763
788.755	0.300547
790.684	0.288113
792.612	0.276432
794.541	0.265605
796.469	0.255492
798.398	0.246661
800.326	0.238999
802.255	0.230781
804.183	0.222575
806.112	0.213749
808.04	0.206359
809.969	0.199423
811.897	0.193992
813.826	0.188212
815.754	0.183306
817.683	0.17617
819.611	0.169843
821.54	0.163944
823.468	0.159078
825.397	0.154251
827.325	0.151868
829.254	0.15362
831.182	0.160807
833.111	0.174396
835.039	0.192092
836.968	0.200014
838.896	0.189386
840.825	0.170164
842.753	0.151218
844.682	0.136676
846.61	0.125211
848.539	0.118272
850.467	0.112597
852.396	0.109381
854.324	0.106241
856.253	0.104947
858.181	0.103101
860.11	0.101983
862.038	0.101691
863.967	0.102276
865.895	0.103014
867.824	0.105345
869.752	0.109612
871.681	0.115124
873.609	0.12338
875.538	0.13414
877.466	0.149587
879.395	0.170346
881.323	0.199282
883.252	0.239218
885.18	0.295249
887.109	0.358149
889.037	0.404319
890.966	0.413622
892.894	0.40391
894.823	0.403393
896.751	0.400602
898.68	0.36007
900.608	0.295968
902.537	0.238159
904.465	0.19512
906.394	0.168436
908.322	0.151782
910.251	0.142289
912.179	0.136386
914.108	0.134007
916.036	0.133793
917.965	0.133666
919.893	0.132304
921.822	0.130852
923.75	0.130985
925.679	0.133249
927.607	0.135242
929.536	0.137186
931.464	0.139461
933.393	0.142007
935.321	0.144978
937.25	0.148643
939.178	0.152463
941.107	0.156672
943.035	0.161112
944.964	0.165985
946.892	0.172105
948.821	0.177649
950.749	0.182647
952.678	0.187845
954.606	0.194129
956.535	0.202325
958.463	0.212721
960.392	0.225824
962.32	0.241864
964.249	0.261509
966.177	0.284842
968.106	0.313513
970.034	0.34855
971.963	0.385513
973.891	0.413103
975.82	0.420956
977.748	0.415429
979.677	0.414765
981.605	0.428333
983.534	0.456805
985.462	0.499281
987.391	0.54768
989.319	0.592053
991.248	0.620957
993.176	0.634146
995.105	0.64403
997.033	0.655602
998.961	0.650723
1000.89	0.621357
1002.82	0.578725
1004.75	0.542301
1006.68	0.519431
1008.6	0.510072
1010.53	0.511209
1012.46	0.518705
1014.39	0.531997
1016.32	0.547143
1018.25	0.55658
1020.17	0.557273
1022.1	0.557074
1024.03	0.566386
1025.96	0.587337
1027.89	0.609583
1029.82	0.615474
1031.75	0.602863
1033.67	0.587256
1035.6	0.580693
1037.53	0.583995
1039.46	0.593498
1041.39	0.606804
1043.32	0.623866
1045.24	0.63906
1047.17	0.650266
1049.1	0.659109
1051.03	0.667898
1052.96	0.676354
1054.89	0.683989
1056.82	0.68631
1058.74	0.684776
1060.67	0.68862
1062.6	0.707731
1064.53	0.741442
1066.46	0.776357
1068.39	0.794923
1070.32	0.79278
1072.24	0.777428
1074.17	0.761673
1076.1	0.749498
1078.03	0.733606
1079.96	0.712193
1081.89	0.706665
1083.81	0.732879
1085.74	0.784945
1087.67	0.835276
1089.6	0.86761
1091.53	0.897974
1093.46	0.931704
1095.39	0.948799
1097.31	0.954867
1099.24	0.956728
1101.17	0.952693
1103.1	0.951432
1105.03	0.97359
1106.96	1.01126
1108.89	1.05233
1110.81	1.06685
1112.74	1.0392
1114.67	0.991167
