 0.000000,
 3.686332,0.000000,
 4.129179,2.872632,0.000000,
 3.675047,4.784673,2.894014,0.000000,
 2.370719,4.545408,4.420206,2.806281,0.000000,
 2.720488,4.267563,6.089879,6.277169,4.360108,0.000000,
 2.443899,1.425689,2.399214,3.755722,3.589082,3.752507,0.000000,
 2.887593,2.392584,1.429511,2.408063,3.090083,4.903485,1.530033,0.000000,
 1.432223,2.430622,3.758047,4.165479,2.916122,2.377554,1.534718,2.528697,0.000000,
 2.430982,3.742139,2.409182,1.423150,2.459681,5.017774,2.513473,1.527400,2.884917,0.000000,
 1.428920,4.159733,3.764332,2.423854,1.426435,4.033756,2.896159,2.529441,2.390268,1.529521,0.000000,
 2.378508,3.010024,4.919837,5.625245,4.253093,1.408969,2.538393,3.889325,1.526251,4.276865,3.694613,0.000000,
 2.765763,2.046290,2.553130,4.161081,4.353304,4.028717,1.097748,2.161515,2.170247,2.851466,3.365991,2.725859,0.000000,
 3.419064,2.570117,2.031035,2.600178,2.936357,5.216342,2.182458,1.096576,2.910059,2.177961,2.906714,4.325333,3.068885,0.000000,
 2.064613,2.653160,4.168790,4.335297,2.588500,2.589170,2.177950,2.834717,1.098017,3.289424,2.648424,2.132717,3.080274,2.789422,0.000000,
 2.730413,4.137778,2.558702,2.037960,3.381494,5.301693,2.825955,2.147363,3.328118,1.096821,2.158635,4.489326,2.727095,3.058587,3.997091,0.000000,
 2.038044,5.190930,4.533931,2.717946,2.016879,4.565435,3.861464,3.461774,3.307771,2.148176,1.094916,4.415701,4.141112,3.900093,3.629798,2.419524,0.000000,
 2.654575,3.440433,5.023952,5.865907,4.863865,2.034462,2.815369,4.190909,2.180081,4.452353,4.016227,1.095146,2.554555,4.848546,3.060842,4.392845,4.583532,0.000000,
 3.347048,2.731327,5.164940,6.265726,4.949536,2.042277,2.814527,4.258349,2.180554,4.959107,4.544690,1.093725,3.067664,4.559754,2.491210,5.232456,5.371598,1.779649,0.000000,
 4.386216,0.971832,2.557352,4.973792,5.227116,5.138692,1.955002,2.603457,3.261952,4.035557,4.743141,3.812635,2.222915,2.863752,3.579417,4.292972,5.732895,4.051196,3.517963,0.000000,
 4.706237,2.558353,0.971942,3.702429,4.968987,6.342577,2.609306,1.957745,4.057732,3.245746,4.472233,5.107641,2.855254,2.212524,4.352340,3.490964,5.339730,5.286021,5.146726,2.025118,0.000000,
 3.873520,4.813856,3.270036,0.972289,2.432933,6.303333,3.950296,2.592445,4.224536,1.955995,2.578543,5.741136,4.573522,2.370165,4.142119,2.843581,3.011435,6.151920,6.309502,5.090148,3.907038,0.000000,
 2.784638,4.007901,3.963010,2.749031,0.970816,4.594070,3.280374,2.653038,2.869351,2.480749,1.966398,4.298242,4.195424,2.203586,2.356140,3.538275,2.799326,5.001797,4.811187,4.659835,4.371428,2.183943,0.000000,
 2.305157,4.735901,6.134247,5.951823,4.023834,0.972505,3.944806,4.915032,2.517286,4.729692,3.589447,1.941118,4.151587,5.307263,2.845967,4.944744,3.920062,2.282238,2.842642,5.575799,6.527565,6.038261,4.452360,0.000000,
