 0.000000,
 1.434673,0.000000,
 2.355597,1.519756,0.000000,
 2.894351,2.434295,1.434671,0.000000,
 2.544329,2.507366,2.052675,0.999609,0.000000,
 3.723339,2.529898,1.520746,2.403941,3.274197,0.000000,
 4.822839,3.825114,2.508976,3.027626,4.012295,1.434412,0.000000,
 4.860337,4.010031,2.550928,2.568382,3.553442,1.918173,1.000333,0.000000,
 2.913311,2.514814,3.888780,4.943201,4.920668,4.381858,5.711051,6.182411,0.000000,
 4.318399,3.833095,5.073100,6.227722,6.296468,5.268629,6.528697,7.144472,1.435360,0.000000,
 4.818950,4.478983,5.833570,6.881991,6.841623,6.115875,7.425304,7.994256,1.993503,1.000164,0.000000,
 2.402030,1.520423,2.548353,3.795173,4.008995,2.941320,4.217706,4.719334,1.519907,2.541847,3.365218,0.000000,
 3.629579,2.377407,2.838073,4.089323,4.569389,2.428937,3.642191,4.329000,2.502908,2.979358,3.868162,1.434759,0.000000,
 4.145632,2.891517,2.537330,3.761294,4.498998,1.519517,2.362502,3.198986,3.815080,4.340671,5.269073,2.450435,1.435301,0.000000,
 5.513285,4.178631,3.784714,4.799257,5.610861,2.431941,2.816686,3.713956,4.836791,5.074969,5.961667,3.675373,2.341976,1.435226,0.000000,
 6.431028,5.211807,4.858650,5.999944,6.815241,3.605154,3.705580,4.688090,5.474330,5.422648,6.341328,4.416065,3.157711,2.370990,1.434729,0.000000,
 6.797228,5.641623,5.673028,6.928709,7.625205,4.632695,5.032796,6.008429,5.195230,4.751815,5.594395,4.509264,3.326605,3.175057,2.499618,1.520222,0.000000,
 5.894221,4.924183,5.194833,6.566788,7.140089,4.503080,5.125653,6.065912,4.134179,3.631228,4.523927,3.591027,2.757209,2.991105,2.993489,2.379708,1.435274,0.000000,
 5.059194,4.003141,4.346602,5.691747,6.236091,3.706329,4.524888,5.409977,3.362135,3.091673,4.028986,2.711346,1.768391,2.228331,2.463872,2.373986,1.870433,0.999757,0.000000,
 8.075441,7.011001,6.975463,8.257981,8.981975,5.936272,6.115311,7.113531,6.448248,5.848665,6.651329,5.822170,4.759647,4.506907,3.813698,2.504513,1.519989,2.342875,3.151823,0.000000,
 8.595211,7.633390,7.838439,9.180748,9.812642,6.961005,7.313960,8.307211,6.599388,5.723381,6.393947,6.281066,5.386934,5.461376,4.939743,3.775036,2.447716,2.717079,3.642491,1.435217,0.000000,
 8.207539,7.378693,7.641431,9.033740,9.615579,6.923644,7.315408,8.297741,6.243393,5.360879,6.044254,5.974606,5.277708,5.421726,5.156846,4.038947,2.772895,2.529645,3.512878,1.970735,1.000474,0.000000,
 7.892422,6.615561,5.833108,6.569758,7.520585,4.341083,3.787526,4.553495,7.473095,7.615373,8.504040,6.260358,4.982735,3.849754,2.652836,2.401252,3.682526,4.773969,4.697880,4.189609,5.594408,6.062042,0.000000,
 8.739599,7.567664,6.607812,7.281293,8.266720,5.192794,4.301441,4.969343,8.570594,8.751276,9.680131,7.272487,6.106902,4.843974,3.866390,3.417094,4.688077,5.708703,5.754020,4.857990,6.283874,6.698544,1.435029,0.000000,
 8.696011,7.577544,6.463968,6.974854,7.973453,5.105645,4.013818,4.518881,8.852424,9.182287,10.119872,7.474198,6.398288,5.046415,4.235168,4.046525,5.438087,6.342579,6.281581,5.732805,7.166379,7.518034,2.052903,1.000168,0.000000,
 7.792675,6.504008,6.037056,7.006391,7.881318,4.624050,4.466755,5.371944,6.837522,6.717219,7.576748,5.820762,4.475321,3.653928,2.359011,1.520312,2.345559,3.630274,3.739993,2.784903,4.142164,4.691785,1.519616,2.594756,3.426192,0.000000,
 8.936883,7.712893,7.281153,8.319615,9.193815,5.924979,5.679841,6.601645,7.812112,7.506778,8.350841,6.882624,5.598518,4.853683,3.686810,2.507892,2.776778,4.089561,4.512035,2.373176,3.658558,4.317042,2.486135,2.939205,3.924260,1.435385,0.000000,
 9.155903,7.972688,7.799546,8.958852,9.754548,6.564129,6.575572,7.542602,7.608719,7.048916,7.815121,6.919999,5.690106,5.274579,4.228213,2.971142,2.428210,3.664071,4.291848,1.520116,2.443148,3.267638,3.767106,4.358969,5.332990,2.389906,1.435076,0.000000,
 10.402230,9.276656,9.063653,10.240334,11.052077,7.846062,7.732472,8.696046,8.852909,8.218124,8.965086,8.187112,7.023877,6.569733,5.577376,4.247196,3.726337,4.780986,5.534561,2.442220,2.907618,3.676488,4.763742,5.005540,5.993163,3.596048,2.280567,1.434527,0.000000,
 0.960000,1.974355,2.803767,2.882774,2.234511,4.211816,5.307105,5.195238,3.483691,4.914912,5.285008,3.161993,4.301993,4.828572,6.132327,7.163494,7.566150,6.725501,5.846419,8.897786,9.430055,9.079732,8.486185,9.358801,9.261195,8.461939,9.667720,9.921260,11.203862,0.000000,
 11.110735,9.928628,9.681375,10.795504,11.629063,8.391591,8.235325,9.170489,9.560194,8.928968,9.649521,8.890946,7.659765,7.178855,6.065394,4.823547,4.397319,5.565864,6.252541,3.267665,3.716051,4.554879,4.964941,5.163965,6.155845,0.000000,2.576684,1.974225,0.960000,11.879885,
