 0.000000,
 2.771027,0.000000,
 4.284406,3.636500,0.000000,
 4.593143,2.879347,3.634101,0.000000,
 2.275024,2.951142,3.584501,3.004472,0.000000,
 5.679319,5.874540,3.897846,4.227443,3.701733,0.000000,
 1.401597,2.429475,3.005377,3.591244,1.432065,4.446408,0.000000,
 2.426870,1.427079,2.379907,3.013119,2.441215,4.936670,1.535129,0.000000,
 3.772583,2.451964,1.425568,2.364403,2.896361,4.085980,2.532516,1.536289,0.000000,
 4.186567,3.105712,2.456943,1.437768,2.459472,3.089827,2.908516,2.540968,1.539737,0.000000,
 3.606473,3.598420,3.145716,2.445928,1.437107,2.456008,2.429447,2.931213,2.573772,1.536543,0.000000,
 4.285028,4.830339,3.237621,3.816903,2.456637,1.429033,3.099246,3.828024,3.340919,2.594087,1.539858,0.000000,
 0.970728,2.255894,4.651334,4.384648,2.580957,6.186862,1.926629,2.448884,3.877693,4.283320,3.906148,4.856916,0.000000,
 3.223842,0.970860,3.869519,2.100244,2.759215,5.534159,2.734029,1.958310,2.511270,2.675867,3.213283,4.619892,2.703047,0.000000,
 5.172537,4.371678,0.966213,3.788384,4.182394,3.650479,3.838792,3.230526,1.959500,2.589288,3.430259,3.357160,5.527471,4.462495,0.000000,
 5.090916,3.660829,4.385505,0.966487,3.249533,4.129849,4.144802,3.833799,3.222248,1.974494,2.558689,3.904089,4.892036,2.790976,4.452687,0.000000,
 6.013312,6.225965,4.706180,4.352067,3.886410,0.966015,4.876789,5.451372,4.679431,3.460535,2.667272,1.960392,6.458799,5.766080,4.490968,4.040391,0.000000,
 2.012317,3.370564,2.768725,4.310256,2.081322,4.189375,1.094242,2.178738,2.846226,3.317285,2.733311,2.819180,2.800025,3.733467,3.585212,4.852226,4.756967,0.000000,
 2.720445,2.029735,2.509314,4.006151,3.365068,5.673833,2.145566,1.093100,2.156207,3.471449,3.894816,4.551959,2.810340,2.823157,3.431815,4.874081,6.290213,2.442063,0.000000,
 4.552605,2.585425,2.077659,2.449834,3.825871,4.906331,3.461195,2.151011,1.096517,2.148926,3.481751,4.339276,4.478332,2.616380,2.357346,3.384782,5.465392,3.865116,2.553449,0.000000,
 5.187494,4.119794,2.619647,2.082502,3.380921,2.674431,3.847905,3.470668,2.160250,1.096574,2.156535,2.698396,5.352762,3.693431,2.332990,2.383824,3.103698,4.046610,4.269934,2.559291,0.000000,
 4.280737,4.202183,4.164867,2.541137,2.011058,2.620688,3.304656,3.824912,3.467702,2.138042,1.096570,2.131826,4.462791,3.610246,4.336440,2.229499,2.421814,3.716583,4.855018,4.224555,2.576263,0.000000,
 4.223929,5.328971,4.125329,4.583582,2.576356,2.085633,3.306768,4.384677,4.211524,3.506053,2.148079,1.096587,4.885922,5.147946,4.357073,4.578185,2.298133,2.962461,5.079477,5.256327,3.741295,2.489547,0.000000,
 4.222949,4.807312,2.545398,4.214492,2.863139,2.023573,2.982394,3.580704,3.072986,2.830581,2.194783,1.090400,4.886100,4.793973,2.710638,4.516574,2.824995,2.398949,4.077705,4.091658,2.899034,3.058005,1.775754,0.000000,
